deal_id,company_id,company_name,segment,industry,employees,plan,stage,stage_order,amount,created_at,closed_at,is_closed,is_won,won_amount,days_to_close,sales_cycle_bucket,deal_quarter,deal_month,close_quarter,is_open,total_activities,total_calls,total_emails,total_meetings,total_demos,positive_outcomes,negative_outcomes,positive_outcome_pct
DEAL-0490,COMP-0275,da Cruz,Mid-Market,Edtech,3353,Pro,Closed Won,5,25483,2024-02-23,2024-03-14,True,True,25483,20,Ate 30 dias,Q1 2024,2024-02,Q1 2024,False,7,1,2,3,1,1,3,14.3
DEAL-0491,COMP-0029,Barbosa,SMB,Edtech,104,Pro,Prospecting,1,25483,2022-11-03,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,5,0,0,1,1,1,1,20.0
DEAL-0492,COMP-0272,Albuquerque,SMB,Fintech,4413,Enterprise,Closed Won,5,59985,2022-11-10,2022-11-29,True,True,59985,19,Ate 30 dias,Q4 2022,2022-11,Q4 2022,False,10,0,4,0,3,3,4,30.0
DEAL-0493,COMP-0154,da Mota,Mid-Market,Edtech,346,Growth,Closed Won,5,8386,2024-10-30,2024-11-29,True,True,8386,30,Ate 30 dias,Q4 2024,2024-10,Q4 2024,False,5,0,0,2,2,3,0,60.0
DEAL-0494,COMP-0103,Novaes,SMB,Healthtech,23,Growth,Proposal,3,2995,2024-03-18,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,5,1,0,2,1,1,1,20.0
DEAL-0495,COMP-0287,Sá,Mid-Market,SaaS,221,Starter,Proposal,3,3582,2024-09-01,,False,False,0,,Em andamento,Q3 2024,2024-09,,True,9,2,2,4,0,1,4,11.1
DEAL-0496,COMP-0046,Albuquerque,SMB,SaaS,2716,Enterprise,Proposal,3,67983,2022-06-24,,False,False,0,,Em andamento,Q2 2022,2022-06,,True,9,1,2,2,1,3,5,33.3
DEAL-0497,COMP-0222,da Cruz Oliveira S/A,SMB,Edtech,4173,Growth,Proposal,3,9584,2022-09-25,,False,False,0,,Em andamento,Q3 2022,2022-09,,True,8,0,2,3,2,4,3,50.0
DEAL-0498,COMP-0221,Rezende Costa Ltda.,Enterprise,Fintech,3751,Enterprise,Negotiation,4,83979,2024-09-26,,False,False,0,,Em andamento,Q3 2024,2024-09,,True,6,3,1,0,2,3,1,50.0
DEAL-0499,COMP-0252,Araújo S/A,SMB,Healthtech,4695,Growth,Negotiation,4,4792,2024-12-09,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,10,0,1,4,1,1,5,10.0
DEAL-0500,COMP-0277,Leão,SMB,Fintech,2981,Pro,Prospecting,1,32978,2024-05-30,,False,False,0,,Em andamento,Q2 2024,2024-05,,True,3,0,0,0,0,1,1,33.3
DEAL-0501,COMP-0004,Rios,SMB,Edtech,4941,Enterprise,Closed Lost,6,55986,2022-07-03,2022-08-07,True,False,0,35,31 a 60 dias,Q3 2022,2022-07,Q3 2022,False,7,0,2,1,2,2,3,28.6
DEAL-0502,COMP-0082,Câmara S/A,Mid-Market,SaaS,39,Pro,Proposal,3,17988,2023-01-26,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,7,1,2,0,2,0,3,0.0
DEAL-0503,COMP-0242,da Conceição,SMB,SaaS,2413,Pro,Negotiation,4,8994,2022-02-19,,False,False,0,,Em andamento,Q1 2022,2022-02,,True,6,0,2,2,1,2,3,33.3
DEAL-0504,COMP-0050,Sales,SMB,Healthtech,2912,Growth,Closed Lost,6,8985,2024-06-24,2024-12-07,True,False,0,166,Mais de 90 dias,Q2 2024,2024-06,Q4 2024,False,5,2,0,1,2,2,3,40.0
DEAL-0505,COMP-0188,Martins S/A,SMB,SaaS,822,Growth,Prospecting,1,13178,2023-04-24,,False,False,0,,Em andamento,Q2 2023,2023-04,,True,8,4,2,1,1,1,1,12.5
DEAL-0506,COMP-0149,Araújo - ME,SMB,E-commerce,3031,Starter,Proposal,3,4776,2022-06-25,,False,False,0,,Em andamento,Q2 2022,2022-06,,True,3,0,1,0,0,1,1,33.3
DEAL-0507,COMP-0033,Marques - EI,SMB,SaaS,2454,Pro,Prospecting,1,1499,2022-10-30,,False,False,0,,Em andamento,Q4 2022,2022-10,,True,3,1,1,0,1,2,0,66.7
DEAL-0508,COMP-0174,da Cruz,SMB,Healthtech,2275,Pro,Proposal,3,22485,2022-08-16,,False,False,0,,Em andamento,Q3 2022,2022-08,,True,7,2,2,0,0,2,2,28.6
DEAL-0509,COMP-0007,Ramos,Mid-Market,E-commerce,2286,Growth,Negotiation,4,14376,2023-11-11,,False,False,0,,Em andamento,Q4 2023,2023-11,,True,9,0,2,3,0,2,3,22.2
DEAL-0510,COMP-0269,Camargo,Enterprise,Fintech,527,Pro,Negotiation,4,26982,2023-02-22,,False,False,0,,Em andamento,Q1 2023,2023-02,,True,9,0,4,2,2,2,5,22.2
DEAL-0511,COMP-0150,Andrade Ltda.,Mid-Market,SaaS,1351,Starter,Negotiation,4,2587,2022-10-17,,False,False,0,,Em andamento,Q4 2022,2022-10,,True,10,3,1,1,4,1,2,10.0
DEAL-0512,COMP-0007,Ramos,Mid-Market,E-commerce,2286,Starter,Negotiation,4,1791,2024-12-14,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,2,0,1,0,0,1,0,50.0
DEAL-0513,COMP-0244,Gonçalves,SMB,Fintech,1402,Growth,Qualified,2,13777,2023-08-05,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,4,0,0,3,0,1,2,25.0
DEAL-0514,COMP-0194,Martins,Enterprise,Edtech,1630,Starter,Closed Won,5,597,2022-04-19,2022-08-23,True,True,597,126,Mais de 90 dias,Q2 2022,2022-04,Q3 2022,False,8,2,2,0,2,4,4,50.0
DEAL-0515,COMP-0199,da Mata,Enterprise,Edtech,4433,Pro,Proposal,3,5996,2023-07-10,,False,False,0,,Em andamento,Q3 2023,2023-07,,True,8,3,1,2,1,4,3,50.0
DEAL-0516,COMP-0143,Moreira,SMB,E-commerce,2774,Growth,Prospecting,1,7787,2024-03-02,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,8,1,4,0,3,3,2,37.5
DEAL-0517,COMP-0193,Pimenta,Mid-Market,Healthtech,593,Pro,Negotiation,4,23984,2022-07-23,,False,False,0,,Em andamento,Q3 2022,2022-07,,True,7,2,1,1,2,2,1,28.6
DEAL-0518,COMP-0047,Gonçalves Gonçalves - EI,SMB,E-commerce,3986,Growth,Closed Lost,6,4193,2024-12-24,2025-01-22,True,False,0,29,Ate 30 dias,Q4 2024,2024-12,Q1 2025,False,10,2,4,1,2,3,3,30.0
DEAL-0519,COMP-0181,Mendes Sá - ME,SMB,SaaS,2078,Starter,Negotiation,4,398,2024-07-26,,False,False,0,,Em andamento,Q3 2024,2024-07,,True,4,1,2,1,0,1,0,25.0
DEAL-0520,COMP-0084,Souza,SMB,Healthtech,4604,Pro,Qualified,2,16489,2024-12-20,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,5,1,1,1,1,3,1,60.0
DEAL-0521,COMP-0117,Monteiro,SMB,Healthtech,606,Starter,Negotiation,4,2388,2022-11-18,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,7,1,4,1,0,3,2,42.9
DEAL-0522,COMP-0181,Mendes Sá - ME,SMB,SaaS,2078,Pro,Closed Won,5,11992,2023-12-29,2024-06-13,True,True,11992,167,Mais de 90 dias,Q4 2023,2023-12,Q2 2024,False,2,1,0,0,1,0,2,0.0
DEAL-0523,COMP-0081,Pinto Ltda.,SMB,SaaS,766,Starter,Closed Lost,6,4179,2024-10-23,2025-01-08,True,False,0,77,61 a 90 dias,Q4 2024,2024-10,Q1 2025,False,10,1,1,2,4,2,5,20.0
DEAL-0524,COMP-0175,Aragão Mendes - ME,SMB,SaaS,1600,Starter,Proposal,3,3582,2024-03-03,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,7,2,1,1,3,2,1,28.6
DEAL-0525,COMP-0194,Martins,Enterprise,Edtech,1630,Pro,Closed Lost,6,19487,2023-04-07,2023-05-22,True,False,0,45,31 a 60 dias,Q2 2023,2023-04,Q2 2023,False,9,3,0,2,1,3,2,33.3
DEAL-0526,COMP-0020,Moura - EI,Mid-Market,Healthtech,2203,Growth,Closed Won,5,8386,2022-06-29,2022-10-11,True,True,8386,104,Mais de 90 dias,Q2 2022,2022-06,Q4 2022,False,6,3,0,0,1,2,1,33.3
DEAL-0527,COMP-0232,Dias Ltda.,SMB,Edtech,2729,Enterprise,Qualified,2,39990,2022-11-09,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,4,1,0,1,1,1,2,25.0
DEAL-0528,COMP-0044,Cirino,SMB,Edtech,4547,Growth,Closed Lost,6,4193,2023-11-06,2024-03-06,True,False,0,121,Mais de 90 dias,Q4 2023,2023-11,Q1 2024,False,9,3,4,0,1,2,4,22.2
DEAL-0529,COMP-0231,Vasconcelos,Enterprise,Fintech,4067,Pro,Closed Won,5,34477,2023-02-19,2023-04-02,True,True,34477,42,31 a 60 dias,Q1 2023,2023-02,Q2 2023,False,7,2,2,0,2,2,2,28.6
DEAL-0530,COMP-0138,Peixoto,SMB,E-commerce,3322,Enterprise,Closed Won,5,19995,2024-12-08,2025-01-18,True,True,19995,41,31 a 60 dias,Q4 2024,2024-12,Q1 2025,False,10,3,2,1,2,4,1,40.0
DEAL-0531,COMP-0143,Moreira,SMB,E-commerce,2774,Starter,Closed Won,5,3582,2022-11-20,2023-02-16,True,True,3582,88,61 a 90 dias,Q4 2022,2022-11,Q1 2023,False,3,1,0,1,1,2,1,66.7
DEAL-0532,COMP-0204,Mendonça,Mid-Market,Fintech,3864,Growth,Negotiation,4,6589,2022-08-31,,False,False,0,,Em andamento,Q3 2022,2022-08,,True,5,0,1,2,1,1,0,20.0
DEAL-0533,COMP-0279,Andrade e Filhos,SMB,E-commerce,1564,Pro,Closed Won,5,20986,2022-10-26,2022-11-09,True,True,20986,14,Ate 30 dias,Q4 2022,2022-10,Q4 2022,False,10,1,1,4,3,1,6,10.0
DEAL-0534,COMP-0233,Silveira - ME,Mid-Market,Healthtech,826,Pro,Closed Lost,6,7495,2023-09-14,2024-01-12,True,False,0,120,Mais de 90 dias,Q3 2023,2023-09,Q1 2024,False,8,1,0,4,2,2,2,25.0
DEAL-0535,COMP-0069,Freitas Cassiano Ltda.,SMB,E-commerce,1683,Growth,Closed Won,5,599,2022-08-07,2022-09-16,True,True,599,40,31 a 60 dias,Q3 2022,2022-08,Q3 2022,False,3,0,1,1,1,1,2,33.3
DEAL-0536,COMP-0069,Freitas Cassiano Ltda.,SMB,E-commerce,1683,Growth,Closed Won,5,11980,2023-07-01,2023-12-10,True,True,11980,162,Mais de 90 dias,Q3 2023,2023-07,Q4 2023,False,3,1,0,1,0,3,0,100.0
DEAL-0537,COMP-0133,Santos,SMB,Fintech,3451,Pro,Qualified,2,4497,2022-02-23,,False,False,0,,Em andamento,Q1 2022,2022-02,,True,3,1,1,1,0,0,3,0.0
DEAL-0538,COMP-0234,Cunha Ltda.,Enterprise,SaaS,1190,Enterprise,Closed Won,5,91977,2024-09-03,2024-10-14,True,True,91977,41,31 a 60 dias,Q3 2024,2024-09,Q4 2024,False,7,2,5,0,0,3,3,42.9
DEAL-0539,COMP-0161,Lopes,SMB,Healthtech,4678,Enterprise,Closed Won,5,63984,2023-01-12,2023-04-28,True,True,63984,106,Mais de 90 dias,Q1 2023,2023-01,Q2 2023,False,10,3,2,1,2,5,3,50.0
DEAL-0540,COMP-0034,Novaes,Mid-Market,Fintech,3073,Growth,Qualified,2,1198,2023-01-31,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,5,1,0,2,1,1,1,20.0
DEAL-0541,COMP-0108,Gonçalves - ME,SMB,Fintech,3454,Pro,Proposal,3,20986,2022-01-31,,False,False,0,,Em andamento,Q1 2022,2022-01,,True,10,0,2,3,2,3,4,30.0
DEAL-0542,COMP-0284,Jesus,Mid-Market,Fintech,2701,Growth,Qualified,2,1797,2023-02-20,,False,False,0,,Em andamento,Q1 2023,2023-02,,True,7,1,1,2,3,0,3,0.0
DEAL-0543,COMP-0236,Mendonça,Mid-Market,E-commerce,2783,Enterprise,Qualified,2,91977,2024-06-18,,False,False,0,,Em andamento,Q2 2024,2024-06,,True,4,2,1,0,1,0,0,0.0
DEAL-0544,COMP-0217,Guerra,SMB,SaaS,4534,Growth,Proposal,3,8386,2024-07-26,,False,False,0,,Em andamento,Q3 2024,2024-07,,True,4,2,0,1,1,1,1,25.0
DEAL-0545,COMP-0009,Guerra Novaes Ltda.,SMB,E-commerce,2827,Enterprise,Proposal,3,95976,2022-03-27,,False,False,0,,Em andamento,Q1 2022,2022-03,,True,2,0,0,1,1,0,1,0.0
DEAL-0546,COMP-0194,Martins,Enterprise,Edtech,1630,Starter,Proposal,3,3383,2024-12-11,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,5,2,0,2,1,1,1,20.0
DEAL-0547,COMP-0118,Rodrigues,SMB,Edtech,1602,Starter,Qualified,2,1592,2024-07-24,,False,False,0,,Em andamento,Q3 2024,2024-07,,True,6,2,1,0,2,3,1,50.0
DEAL-0548,COMP-0068,Sampaio e Filhos,Mid-Market,Healthtech,4791,Starter,Negotiation,4,3582,2024-03-21,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,10,3,1,4,0,1,3,10.0
DEAL-0549,COMP-0008,Garcia Correia S.A.,SMB,E-commerce,847,Growth,Proposal,3,5990,2022-04-11,,False,False,0,,Em andamento,Q2 2022,2022-04,,True,5,1,3,0,1,0,3,0.0
DEAL-0550,COMP-0236,Mendonça,Mid-Market,E-commerce,2783,Pro,Proposal,3,22485,2023-09-16,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,9,4,2,1,0,0,2,0.0
DEAL-0551,COMP-0001,Pinto,Mid-Market,SaaS,2263,Starter,Qualified,2,4577,2023-08-26,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,9,2,3,1,1,1,4,11.1
DEAL-0552,COMP-0274,Macedo Borges e Filhos,SMB,Fintech,3408,Enterprise,Negotiation,4,83979,2022-10-19,,False,False,0,,Em andamento,Q4 2022,2022-10,,True,5,1,1,0,3,2,2,40.0
DEAL-0553,COMP-0243,Araújo Oliveira Ltda.,SMB,Fintech,2010,Starter,Negotiation,4,1194,2024-10-22,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,9,1,1,3,2,3,2,33.3
DEAL-0554,COMP-0082,Câmara S/A,Mid-Market,SaaS,39,Enterprise,Closed Won,5,43989,2022-10-05,2023-01-20,True,True,43989,107,Mais de 90 dias,Q4 2022,2022-10,Q1 2023,False,7,1,2,1,1,4,1,57.1
DEAL-0555,COMP-0201,da Mota,Mid-Market,Edtech,2061,Enterprise,Negotiation,4,75981,2023-01-02,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,3,0,1,1,0,2,0,66.7
DEAL-0556,COMP-0195,Garcia,SMB,Fintech,1230,Starter,Closed Lost,6,1791,2023-02-18,2023-06-21,True,False,0,123,Mais de 90 dias,Q1 2023,2023-02,Q2 2023,False,7,3,2,0,1,2,2,28.6
DEAL-0557,COMP-0192,Rodrigues,SMB,Fintech,2370,Starter,Proposal,3,597,2022-12-02,,False,False,0,,Em andamento,Q4 2022,2022-12,,True,10,2,4,2,2,6,1,60.0
DEAL-0558,COMP-0111,da Paz - ME,SMB,Edtech,4979,Pro,Qualified,2,4497,2024-07-09,,False,False,0,,Em andamento,Q3 2024,2024-07,,True,9,3,1,0,1,1,1,11.1
DEAL-0559,COMP-0099,Sousa,SMB,E-commerce,1472,Growth,Negotiation,4,7787,2024-02-26,,False,False,0,,Em andamento,Q1 2024,2024-02,,True,8,2,3,0,2,3,5,37.5
DEAL-0560,COMP-0284,Jesus,Mid-Market,Fintech,2701,Growth,Negotiation,4,6589,2022-03-31,,False,False,0,,Em andamento,Q1 2022,2022-03,,True,7,2,1,2,2,4,2,57.1
DEAL-0561,COMP-0200,Sales Castro S/A,SMB,Edtech,336,Growth,Negotiation,4,2995,2022-11-04,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,9,2,1,1,2,5,2,55.6
DEAL-0562,COMP-0145,Marques - EI,SMB,Edtech,436,Enterprise,Qualified,2,39990,2022-04-16,,False,False,0,,Em andamento,Q2 2022,2022-04,,True,2,1,0,1,0,1,0,50.0
DEAL-0563,COMP-0052,Dias,SMB,E-commerce,905,Pro,Proposal,3,31479,2024-07-02,,False,False,0,,Em andamento,Q3 2024,2024-07,,True,7,0,6,1,0,1,1,14.3
DEAL-0564,COMP-0147,Moreira Macedo Ltda.,Enterprise,Fintech,176,Growth,Qualified,2,599,2022-09-27,,False,False,0,,Em andamento,Q3 2022,2022-09,,True,5,1,1,0,2,2,2,40.0
DEAL-0565,COMP-0191,Duarte,SMB,Healthtech,4874,Enterprise,Closed Won,5,63984,2023-06-03,2023-06-13,True,True,63984,10,Ate 30 dias,Q2 2023,2023-06,Q2 2023,False,8,1,1,1,4,5,2,62.5
DEAL-0566,COMP-0160,Gonçalves,Mid-Market,SaaS,2294,Enterprise,Closed Lost,6,31992,2022-01-12,2022-06-23,True,False,0,162,Mais de 90 dias,Q1 2022,2022-01,Q2 2022,False,2,0,1,0,0,0,2,0.0
DEAL-0567,COMP-0049,Gonçalves,SMB,Healthtech,3344,Enterprise,Qualified,2,55986,2024-09-01,,False,False,0,,Em andamento,Q3 2024,2024-09,,True,5,1,2,1,1,0,2,0.0
DEAL-0568,COMP-0054,Aparecida,SMB,E-commerce,3799,Growth,Proposal,3,10782,2022-01-14,,False,False,0,,Em andamento,Q1 2022,2022-01,,True,10,3,1,2,3,3,1,30.0
DEAL-0569,COMP-0292,Oliveira da Cunha S/A,SMB,Fintech,365,Starter,Proposal,3,1194,2023-03-02,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,10,3,2,2,0,1,5,10.0
DEAL-0570,COMP-0263,Teixeira Vasconcelos S/A,Mid-Market,Healthtech,626,Starter,Qualified,2,995,2023-12-16,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,8,4,0,1,2,4,4,50.0
DEAL-0571,COMP-0072,Jesus - EI,Mid-Market,Edtech,829,Starter,Closed Lost,6,398,2023-09-04,2023-12-04,True,False,0,91,Mais de 90 dias,Q3 2023,2023-09,Q4 2023,False,6,1,4,0,1,5,1,83.3
DEAL-0572,COMP-0037,Cavalcanti e Filhos,SMB,Fintech,4657,Growth,Qualified,2,13178,2023-01-01,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,7,0,0,1,3,2,1,28.6
DEAL-0573,COMP-0126,Marques,Mid-Market,Healthtech,3696,Enterprise,Proposal,3,95976,2022-12-30,,False,False,0,,Em andamento,Q4 2022,2022-12,,True,7,0,2,1,3,2,1,28.6
DEAL-0574,COMP-0285,Costa e Filhos,Mid-Market,Edtech,33,Starter,Negotiation,4,1990,2022-03-15,,False,False,0,,Em andamento,Q1 2022,2022-03,,True,3,0,2,1,0,2,0,66.7
DEAL-0575,COMP-0221,Rezende Costa Ltda.,Enterprise,Fintech,3751,Starter,Proposal,3,2786,2024-02-16,,False,False,0,,Em andamento,Q1 2024,2024-02,,True,9,1,2,1,1,2,5,22.2
DEAL-0576,COMP-0059,Jesus - ME,SMB,SaaS,3208,Enterprise,Closed Won,5,19995,2022-05-13,2022-08-02,True,True,19995,81,61 a 90 dias,Q2 2022,2022-05,Q3 2022,False,6,1,1,0,1,2,1,33.3
DEAL-0577,COMP-0196,Albuquerque e Filhos,Mid-Market,SaaS,498,Pro,Qualified,2,25483,2023-07-17,,False,False,0,,Em andamento,Q3 2023,2023-07,,True,3,3,0,0,0,1,0,33.3
DEAL-0578,COMP-0016,da Conceição,SMB,E-commerce,594,Growth,Proposal,3,11980,2023-03-06,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,6,2,1,0,1,3,2,50.0
DEAL-0579,COMP-0251,Barbosa,Mid-Market,Fintech,3161,Starter,Prospecting,1,3184,2024-12-19,,False,False,0,,Em andamento,Q4 2024,2024-12,,True,9,0,4,3,1,1,5,11.1
DEAL-0580,COMP-0135,Cardoso,SMB,E-commerce,2456,Pro,Closed Won,5,13491,2023-08-12,2023-12-06,True,True,13491,116,Mais de 90 dias,Q3 2023,2023-08,Q4 2023,False,5,3,0,1,1,2,3,40.0
DEAL-0581,COMP-0226,Peixoto,Mid-Market,Healthtech,4422,Growth,Negotiation,4,11980,2023-12-26,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,9,2,3,1,1,3,5,33.3
DEAL-0582,COMP-0183,Santos,SMB,SaaS,1252,Enterprise,Negotiation,4,63984,2024-11-30,,False,False,0,,Em andamento,Q4 2024,2024-11,,True,2,1,0,1,0,1,0,50.0
DEAL-0583,COMP-0125,Martins Vieira Ltda.,Mid-Market,Edtech,3662,Growth,Closed Won,5,599,2023-04-22,2023-07-12,True,True,599,81,61 a 90 dias,Q2 2023,2023-04,Q3 2023,False,5,1,1,0,2,3,1,60.0
DEAL-0584,COMP-0181,Mendes Sá - ME,SMB,SaaS,2078,Starter,Qualified,2,4776,2024-08-10,,False,False,0,,Em andamento,Q3 2024,2024-08,,True,9,2,2,1,3,4,2,44.4
DEAL-0585,COMP-0153,Cavalcanti,SMB,E-commerce,4928,Starter,Closed Won,5,2189,2024-04-29,2024-08-19,True,True,2189,112,Mais de 90 dias,Q2 2024,2024-04,Q3 2024,False,5,1,1,0,1,2,3,40.0
DEAL-0586,COMP-0292,Oliveira da Cunha S/A,SMB,Fintech,365,Starter,Proposal,3,4179,2023-03-11,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,7,0,0,3,1,0,4,0.0
DEAL-0587,COMP-0265,Pereira,SMB,Healthtech,124,Pro,Qualified,2,4497,2023-07-31,,False,False,0,,Em andamento,Q3 2023,2023-07,,True,4,0,0,2,2,0,1,0.0
DEAL-0588,COMP-0197,Pires,Mid-Market,Edtech,4672,Pro,Proposal,3,1499,2024-11-03,,False,False,0,,Em andamento,Q4 2024,2024-11,,True,7,4,0,1,1,1,2,14.3
DEAL-0589,COMP-0094,Nunes,Mid-Market,Fintech,1644,Pro,Qualified,2,19487,2023-11-14,,False,False,0,,Em andamento,Q4 2023,2023-11,,True,5,1,0,2,1,1,3,20.0
DEAL-0590,COMP-0057,da Luz - ME,Enterprise,Fintech,1372,Growth,Closed Won,5,6589,2022-03-01,2022-04-21,True,True,6589,51,31 a 60 dias,Q1 2022,2022-03,Q2 2022,False,5,1,0,1,1,1,3,20.0
DEAL-0591,COMP-0288,Andrade das Neves S/A,SMB,Fintech,4833,Starter,Closed Won,5,4179,2024-09-08,2025-01-14,True,True,4179,128,Mais de 90 dias,Q3 2024,2024-09,Q1 2025,False,4,0,1,2,0,2,1,50.0
DEAL-0592,COMP-0036,Souza,SMB,SaaS,2983,Enterprise,Qualified,2,71982,2022-11-15,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,6,0,0,1,3,1,1,16.7
DEAL-0593,COMP-0161,Lopes,SMB,Healthtech,4678,Starter,Closed Lost,6,3383,2024-08-05,2024-11-25,True,False,0,112,Mais de 90 dias,Q3 2024,2024-08,Q4 2024,False,7,0,4,1,1,5,1,71.4
DEAL-0594,COMP-0063,Pires,Mid-Market,SaaS,420,Starter,Proposal,3,1393,2023-10-09,,False,False,0,,Em andamento,Q4 2023,2023-10,,True,3,1,0,2,0,1,1,33.3
DEAL-0595,COMP-0145,Marques - EI,SMB,Edtech,436,Pro,Negotiation,4,4497,2023-11-11,,False,False,0,,Em andamento,Q4 2023,2023-11,,True,6,2,0,0,1,4,0,66.7
DEAL-0596,COMP-0099,Sousa,SMB,E-commerce,1472,Pro,Closed Lost,6,19487,2023-07-29,2023-08-12,True,False,0,14,Ate 30 dias,Q3 2023,2023-07,Q3 2023,False,3,1,0,0,1,1,1,33.3
DEAL-0597,COMP-0108,Gonçalves - ME,SMB,Fintech,3454,Enterprise,Closed Won,5,23994,2022-12-06,2023-05-08,True,True,23994,153,Mais de 90 dias,Q4 2022,2022-12,Q2 2023,False,5,1,1,1,1,2,1,40.0
DEAL-0598,COMP-0266,da Paz Sampaio - EI,SMB,Healthtech,3029,Pro,Negotiation,4,34477,2023-09-24,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,5,1,1,0,3,2,1,40.0
DEAL-0599,COMP-0065,Silveira - ME,Enterprise,SaaS,1532,Starter,Prospecting,1,3184,2024-04-27,,False,False,0,,Em andamento,Q2 2024,2024-04,,True,6,1,0,2,2,2,4,33.3
DEAL-0600,COMP-0057,da Luz - ME,Enterprise,Fintech,1372,Pro,Closed Lost,6,10493,2024-02-01,2024-06-02,True,False,0,122,Mais de 90 dias,Q1 2024,2024-02,Q2 2024,False,3,2,0,0,0,0,1,0.0
